estimator,importance,label
AUD_CHF_high,0.007759643710414821,XPT_USD_low
AUD_CHF_low,0.05665913946722867,AUD_CAD_open
AUD_CHF_low,0.008437601799414551,AUD_CHF_low
AUD_CHF_low,0.0454338837917021,BCO_USD_high
AUD_CHF_low,0.019589772689869278,CAD_HKD_open
AUD_CHF_low,0.013822933909978019,CAD_SGD_high
AUD_CHF_low,0.01578077309386572,DE10YB_EUR_high
AUD_CHF_low,0.027338178278114356,FR40_EUR_ma30
AUD_CHF_low,0.016187244385946542,GBP_JPY_ma30
AUD_CHF_low,0.027066212196587003,GBP_SGD_ma30
AUD_CHF_low,0.021882888361687947,HK33_HKD_ma30
AUD_CHF_low,0.016716695817194704,HKD_JPY_high
AUD_CHF_low,0.008572820956032956,HKD_JPY_open
AUD_CHF_low,0.009846454721810005,SGD_JPY_close
AUD_CHF_low,0.03499932071008516,SPX500_USD_high
AUD_CHF_low,0.013463607080666407,TRY_JPY_close
AUD_CHF_low,0.013748361368925544,TRY_JPY_low
AUD_CHF_low,0.02136104422606877,UK100_GBP_open
AUD_CHF_low,0.01407201199708652,US30_USD_low
AUD_CHF_low,0.02457335783401504,USB05Y_USD_close
AUD_CHF_low,0.01977211675966828,USD_SAR_vol
AUD_CHF_low,0.018459938652995334,USD_SEK_close
AUD_CHF_low,0.020181416199193336,USD_ZAR_close
AUD_CHF_low,0.0360148291420046,WTICO_USD_high
AUD_CHF_low,0.03606832864079479,XAG_EUR_high
AUD_CHF_low,0.015835178612178424,ZAR_JPY_close
AUD_JPY_close,271.2244243621826,AUD_JPY_close
AUD_JPY_close,950.5537170171738,AUD_NZD_low
AUD_JPY_close,787.9388191699982,BCO_USD_close
AUD_JPY_close,360.1047399044037,BCO_USD_open
AUD_JPY_close,694.4675308465958,CHF_JPY_low
AUD_JPY_close,602.9754357337952,CN50_USD_close
AUD_JPY_close,1009.3524385690689,CN50_USD_high
AUD_JPY_close,525.2333678007126,CORN_USD_ma30
AUD_JPY_close,720.3281482458115,CORN_USD_open
AUD_JPY_close,1228.6281502246857,DE10YB_EUR_low
AUD_JPY_close,227.27052295207977,EURMediumImpactExpected_next
AUD_JPY_close,822.802369594574,EUR_CZK_low
AUD_JPY_close,402.18447053432465,EUR_HKD_open
AUD_JPY_close,257.62885904312134,EUR_PLN_close
AUD_JPY_close,1092.1418600082397,EUR_SEK_low
AUD_JPY_close,898.5315987467766,EUR_SGD_low
AUD_JPY_close,1587.8106876015663,EUR_SGD_open
AUD_JPY_close,880.5478246212006,GBP_CHF_open
AUD_JPY_close,638.6368998289108,GBP_NZD_low
AUD_JPY_close,714.9086096286774,GBP_ZAR_vol
AUD_JPY_close,404.9549239873886,HK33_HKD_open
AUD_JPY_close,585.7458766698837,HKD_JPY_high
AUD_JPY_close,342.06451070308685,JPYLowImpactExpected
AUD_JPY_close,399.30021995306015,NL25_EUR_low
AUD_JPY_close,496.37442541122437,NZD_JPY_high
AUD_JPY_close,788.0848591327667,NZD_USD_high
AUD_JPY_close,161.8050236105919,NZD_sentiment_Medium Impact Expected
AUD_JPY_close,717.4517339468002,SGD_CHF_open
AUD_JPY_close,402.78537034988403,SGD_HKD_open
AUD_JPY_close,281.22459280490875,SGD_JPY_close
AUD_JPY_close,1025.5682473778725,SGD_JPY_low
AUD_JPY_close,416.2515712380409,SUGAR_USD_open
AUD_JPY_close,252.96651136875153,TRY_JPY_close
AUD_JPY_close,946.2376110553741,TWIX_USD_open
AUD_JPY_close,1761.700249493122,UK100_GBP_high
AUD_JPY_close,668.2981526851654,UK10YB_GBP_open
AUD_JPY_close,398.48540675640106,US30_USD_close
AUD_JPY_close,702.5161702632904,USB10Y_USD_low
AUD_JPY_close,550.8448642492294,USD_CAD_high
AUD_JPY_close,382.516951918602,USD_CHF_ma30
AUD_JPY_close,546.0844507217407,USD_CNH_ma30
AUD_JPY_close,465.43389344215393,USD_CNH_vol
AUD_JPY_close,950.860120177269,USD_PLN_low
AUD_JPY_close,849.0789830684662,USD_ZAR_low
AUD_JPY_close,413.94505804777145,WTICO_USD_high
AUD_JPY_close,767.9830305576324,WTICO_USD_low
AUD_JPY_close,392.86732041835785,XAG_AUD_ma30
AUD_JPY_close,405.83377945423126,XAG_CHF_close
AUD_JPY_close,791.5125762224197,XAG_HKD_low
AUD_JPY_close,881.298227250576,XAG_NZD_ma30
AUD_JPY_close,683.2796867489815,XAG_USD_low
AUD_JPY_close,378.96675765514374,XAU_AUD_ma30
AUD_JPY_close,985.2386636734009,XAU_CAD_high
AUD_JPY_close,458.22611981630325,XAU_CHF_close
